grade_ENG,grade_MTH,grade_PHY,grade_CHM,grade_BIO,grade_ECO,grade_GEO,grade_GOV,grade_HIS,grade_LIT,grade_ACC,grade_COM,grade_ARA,grade_ISL,utme_ENG,utme_MTH,utme_PHY,utme_CHM,utme_BIO,utme_ECO,utme_GEO,utme_GOV,utme_HIS,utme_LIT,utme_ACC,utme_COM,utme_ARA,utme_ISL,strength_ENG,strength_MTH,strength_PHY,strength_CHM,strength_BIO,strength_ECO,strength_GEO,strength_GOV,strength_HIS,strength_LIT,strength_ACC,strength_COM,strength_ARA,strength_ISL,weakness_ENG,weakness_MTH,weakness_PHY,weakness_CHM,weakness_BIO,weakness_ECO,weakness_GEO,weakness_GOV,weakness_HIS,weakness_LIT,weakness_ACC,weakness_COM,weakness_ARA,weakness_ISL,career_interest,work_environment,aptitude,label
C4,C5,C6,C4,C4,NONE,C4,NONE,NONE,NONE,NONE,C4,NONE,B2,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Law & Legal Studies,Business & Management,5,Education and Biology
C4,C6,NONE,NONE,C4,NONE,C4,B2,C5,NONE,E8,C5,NONE,NONE,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Arts & Humanities,Health & Life Sciences,5,International Relations
C6,C5,NONE,C6,NONE,NONE,C4,B3,C4,B3,C6,NONE,NONE,NONE,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Sciences & Mathematics,Law & Legal Studies,4,International Relations
C6,C6,NONE,C4,NONE,C4,NONE,NONE,E8,C5,C5,B3,NONE,NONE,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Health & Life Sciences,Public Service & Social Science,2,Statistics
C5,C6,C4,B2,NONE,C6,B3,NONE,C6,A1,NONE,NONE,NONE,NONE,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Sciences & Mathematics,Business & Management,1,Architecture
B3,C4,NONE,NONE,NONE,NONE,C5,B3,B2,B2,NONE,B2,B3,NONE,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Agriculture & Environmental Science,Arts & Humanities,3,International Relations
A1,C5,NONE,B2,B3,B3,NONE,NONE,NONE,NONE,F9,E8,NONE,B2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Engineering & Computing,Law & Legal Studies,3,Biological Sciences
B2,B3,C4,A1,B3,B3,B2,NONE,NONE,NONE,NONE,NONE,C5,NONE,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Law & Legal Studies,Business & Management,2,Social Work
A1,C5,C5,NONE,NONE,NONE,A1,C6,C5,NONE,NONE,C4,C4,NONE,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Health & Life Sciences,Sciences & Mathematics,4,International Relations
C4,B2,NONE,B2,NONE,NONE,B3,C6,C5,NONE,NONE,NONE,D7,B2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Education & Teaching,Engineering & Computing,4,International Relations
C6,C5,C5,B3,B3,C4,C4,NONE,NONE,NONE,B3,NONE,NONE,NONE,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Agriculture & Environmental Science,Engineering & Computing,2,Chemical Engineering
A1,A1,A1,C4,B2,B3,NONE,C4,NONE,D7,NONE,NONE,NONE,NONE,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Education & Teaching,Education & Teaching,1,Statistics
A1,A1,C6,C5,A1,NONE,B2,NONE,C4,D7,NONE,NONE,NONE,NONE,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Sciences & Mathematics,Agriculture & Environmental Science,1,Agriculture
C6,A1,NONE,E8,NONE,NONE,B2,C4,C4,NONE,C5,C4,NONE,NONE,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Business & Management,Sciences & Mathematics,5,International Relations
A1,A1,B3,NONE,F9,NONE,C6,A1,C4,NONE,C5,NONE,NONE,NONE,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Public Service & Social Science,Business & Management,5,International Relations
A1,B2,B2,NONE,B2,B2,C4,B2,NONE,NONE,NONE,NONE,B2,NONE,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Sciences & Mathematics,Health & Life Sciences,3,Demography and Social Statistics
C5,C4,B3,B3,C5,E8,B2,NONE,NONE,NONE,NONE,NONE,B2,NONE,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Agriculture & Environmental Science,Public Service & Social Science,4,Mathematics
C6,A1,NONE,NONE,NONE,NONE,NONE,C4,C6,C6,C5,NONE,C4,C4,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Public Service & Social Science,Business & Management,3,Islamic Law (Sharia)
B3,E8,B3,NONE,NONE,C6,NONE,A1,C6,C4,NONE,NONE,NONE,C6,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Public Service & Social Science,Sciences & Mathematics,5,Islamic Law (Sharia)
C6,B2,NONE,NONE,C4,NONE,B3,C4,C4,NONE,C5,C5,NONE,NONE,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Law & Legal Studies,Agriculture & Environmental Science,2,International Relations
C5,B3,A1,NONE,B3,C4,B2,C5,NONE,NONE,E8,NONE,NONE,NONE,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Health & Life Sciences,Education & Teaching,4,Education and Economics
B3,C5,NONE,B2,B2,C4,NONE,NONE,F9,B2,A1,NONE,NONE,NONE,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Public Service & Social Science,Law & Legal Studies,5,Statistics
C4,B2,NONE,C4,A1,NONE,NONE,C4,C4,B3,NONE,NONE,C6,NONE,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Health & Life Sciences,Health & Life Sciences,5,Mass Communication
B3,D7,NONE,C4,NONE,NONE,NONE,C5,B3,B3,C4,NONE,B3,NONE,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Engineering & Computing,Education & Teaching,5,Mass Communication
B2,A1,NONE,NONE,NONE,NONE,D7,A1,A1,A1,NONE,NONE,B2,C5,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Engineering & Computing,Agriculture & Environmental Science,5,Islamic Law (Sharia)
C4,B2,B2,NONE,NONE,NONE,C4,C6,B3,E8,NONE,B3,NONE,NONE,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Business & Management,Law & Legal Studies,1,International Relations
C6,B3,NONE,C5,NONE,C5,NONE,C4,B3,NONE,B2,C5,NONE,NONE,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Health & Life Sciences,Sciences & Mathematics,4,Statistics
C5,C5,NONE,B3,NONE,B3,B3,B2,C5,B2,NONE,NONE,NONE,NONE,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Business & Management,Education & Teaching,1,Psychology
B2,F9,NONE,NONE,NONE,C6,C5,B3,B2,B2,NONE,NONE,NONE,B2,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Agriculture & Environmental Science,Public Service & Social Science,1,English Language
C4,A1,NONE,B3,NONE,NONE,NONE,C5,NONE,A1,NONE,A1,C4,C4,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Education & Teaching,Health & Life Sciences,4,Islamic Law (Sharia)
C4,C6,B3,C5,B3,D7,C4,NONE,NONE,C6,NONE,NONE,NONE,NONE,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Agriculture & Environmental Science,Sciences & Mathematics,5,Mathematics
C4,B2,B3,C4,C6,NONE,NONE,E8,NONE,NONE,NONE,B2,B3,NONE,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Engineering & Computing,Arts & Humanities,3,Civil Engineering
B3,B2,C4,C4,NONE,NONE,C6,C5,NONE,NONE,C4,NONE,NONE,C4,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Sciences & Mathematics,Sciences & Mathematics,4,Architecture
A1,A1,B3,NONE,NONE,NONE,NONE,C6,A1,C5,A1,NONE,NONE,D7,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Engineering & Computing,Law & Legal Studies,2,Mass Communication
C5,C4,NONE,B2,B2,C6,NONE,NONE,B2,C5,NONE,C4,NONE,NONE,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Business & Management,Education & Teaching,5,Education and Biology
C5,C5,NONE,D7,NONE,NONE,C6,B3,B2,A1,C4,NONE,NONE,NONE,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Engineering & Computing,Arts & Humanities,3,Mass Communication
B2,F9,C4,NONE,NONE,C5,C5,C6,NONE,C5,NONE,C5,NONE,NONE,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Health & Life Sciences,Engineering & Computing,1,Common Law
B2,B2,B2,C4,C5,NONE,NONE,NONE,NONE,A1,A1,NONE,NONE,C6,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Engineering & Computing,Sciences & Mathematics,2,Biochemistry
B3,A1,A1,C4,NONE,A1,NONE,B3,NONE,NONE,NONE,C5,NONE,A1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Engineering & Computing,Sciences & Mathematics,1,Electrical Engineering
C4,C4,NONE,NONE,D7,C5,NONE,C4,NONE,NONE,C5,C4,C5,NONE,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Education & Teaching,Agriculture & Environmental Science,5,Business Administration
C4,B2,C5,B3,B2,NONE,NONE,NONE,NONE,A1,NONE,B3,E8,NONE,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Business & Management,Education & Teaching,5,Education and Biology
B3,C5,C4,NONE,NONE,C4,C4,B2,NONE,C4,NONE,NONE,NONE,D7,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Sciences & Mathematics,Law & Legal Studies,2,Geography
B3,B3,NONE,A1,NONE,B3,NONE,D7,NONE,B3,C6,NONE,NONE,C5,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Agriculture & Environmental Science,Health & Life Sciences,5,Statistics
C5,C5,C6,C6,NONE,A1,NONE,C6,A1,NONE,B3,NONE,NONE,NONE,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Health & Life Sciences,Health & Life Sciences,3,Industrial Mathematics
C4,C6,NONE,NONE,A1,NONE,NONE,A1,B2,B2,NONE,B2,B2,NONE,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Engineering & Computing,Law & Legal Studies,4,Mass Communication
C4,B3,NONE,C5,C5,NONE,NONE,B2,C5,NONE,NONE,C5,NONE,C5,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Law & Legal Studies,Public Service & Social Science,2,Agriculture
C5,B3,NONE,NONE,NONE,NONE,B3,B2,C4,C4,NONE,NONE,F9,C4,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Agriculture & Environmental Science,Business & Management,5,International Relations
A1,C6,C6,B2,NONE,C4,NONE,F9,NONE,NONE,B3,NONE,C5,NONE,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Education & Teaching,Agriculture & Environmental Science,1,Education and Mathematics
B3,C6,NONE,D7,F9,C5,NONE,A1,C4,NONE,A1,NONE,NONE,NONE,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Agriculture & Environmental Science,Agriculture & Environmental Science,4,Public Administration
A1,D7,NONE,NONE,F9,C5,C6,A1,C4,NONE,A1,NONE,NONE,NONE,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Health & Life Sciences,Business & Management,5,Political Science
C4,C6,A1,C4,NONE,NONE,D7,C6,C4,NONE,NONE,NONE,C4,NONE,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Arts & Humanities,Sciences & Mathematics,2,Chemical Engineering
C4,C4,C6,E8,NONE,C4,C4,C4,NONE,NONE,NONE,NONE,B2,NONE,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Engineering & Computing,Engineering & Computing,3,Education and Economics
C6,A1,A1,NONE,D7,NONE,C4,C6,B2,NONE,NONE,C5,NONE,NONE,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Education & Teaching,Health & Life Sciences,2,International Relations
A1,B3,NONE,NONE,C6,NONE,A1,C5,C5,C5,NONE,B3,NONE,NONE,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Sciences & Mathematics,Law & Legal Studies,4,International Relations
A1,C5,NONE,NONE,F9,A1,NONE,B3,NONE,C4,E8,B2,NONE,NONE,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Arts & Humanities,Public Service & Social Science,5,Mass Communication
C4,C4,C5,B3,C6,NONE,NONE,NONE,NONE,C6,B3,NONE,B2,NONE,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Sciences & Mathematics,Law & Legal Studies,4,Biological Sciences
C5,C4,NONE,NONE,NONE,C6,A1,B3,C6,C4,NONE,F9,NONE,NONE,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Public Service & Social Science,Health & Life Sciences,5,Political Science
C4,A1,A1,NONE,NONE,NONE,NONE,B2,B2,C5,B3,C5,NONE,NONE,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Business & Management,Education & Teaching,3,Mass Communication
C5,B2,B2,C5,NONE,B3,NONE,C6,NONE,C5,A1,NONE,NONE,NONE,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Health & Life Sciences,Agriculture & Environmental Science,5,Mechanical Engineering
C5,C4,NONE,B3,B3,B3,NONE,B2,NONE,NONE,B2,C4,NONE,NONE,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Arts & Humanities,Sciences & Mathematics,4,Accounting
B2,B2,A1,B3,C4,NONE,NONE,C4,C4,C5,NONE,NONE,NONE,NONE,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Education & Teaching,Business & Management,3,Radiography
B3,C4,NONE,C6,NONE,NONE,NONE,C4,NONE,B3,NONE,F9,C4,C4,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Sciences & Mathematics,Business & Management,2,Islamic Law (Sharia)
C5,C6,C4,C5,NONE,B3,NONE,A1,NONE,C4,NONE,NONE,F9,NONE,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Engineering & Computing,Education & Teaching,5,Statistics
A1,C6,D7,B2,A1,NONE,NONE,F9,NONE,NONE,NONE,F9,NONE,C5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Engineering & Computing,Health & Life Sciences,4,Biological Sciences
C5,B2,NONE,NONE,C4,NONE,C4,C4,A1,B3,NONE,NONE,NONE,B2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Health & Life Sciences,Engineering & Computing,5,International Relations
C5,B3,NONE,NONE,NONE,NONE,C4,C6,NONE,C5,C4,NONE,C5,A1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Agriculture & Environmental Science,Sciences & Mathematics,1,Islamic Law (Sharia)
B3,C5,NONE,C5,NONE,B2,NONE,B2,B2,NONE,C6,NONE,NONE,A1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Health & Life Sciences,Agriculture & Environmental Science,5,Public Administration
C5,C4,B3,B2,NONE,NONE,F9,NONE,NONE,NONE,C4,B3,NONE,A1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Engineering & Computing,Law & Legal Studies,3,Chemical Engineering
C6,C5,NONE,D7,NONE,C4,B3,C4,C4,C4,NONE,NONE,NONE,NONE,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Law & Legal Studies,Business & Management,5,Demography and Social Statistics
C5,C4,C6,A1,A1,NONE,B2,NONE,NONE,NONE,NONE,NONE,E8,C4,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Law & Legal Studies,Law & Legal Studies,3,Architecture
C5,C5,NONE,C6,B3,NONE,B2,NONE,NONE,NONE,B2,D7,NONE,B2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Arts & Humanities,Engineering & Computing,1,Agriculture
C5,B2,B2,C5,NONE,NONE,C5,NONE,C6,NONE,NONE,B3,NONE,B2,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Engineering & Computing,Arts & Humanities,4,Architecture
B2,C4,C4,C5,NONE,B3,NONE,NONE,B3,NONE,NONE,B2,C4,NONE,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Public Service & Social Science,Engineering & Computing,4,Chemical Engineering
C4,B2,C5,B2,C4,E8,NONE,NONE,NONE,B3,NONE,NONE,C4,NONE,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Business & Management,Sciences & Mathematics,2,Pharmacology
A1,B2,NONE,NONE,D7,NONE,C5,B2,B2,NONE,C4,B3,NONE,NONE,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Arts & Humanities,Sciences & Mathematics,1,International Relations
B2,B3,NONE,NONE,F9,NONE,NONE,B2,C4,B3,A1,B3,NONE,NONE,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Sciences & Mathematics,Sciences & Mathematics,4,Mass Communication
A1,C6,NONE,B2,B2,A1,NONE,B3,NONE,NONE,NONE,NONE,C6,C4,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Education & Teaching,Arts & Humanities,1,Education and Biology
B3,B3,NONE,NONE,B2,B3,C5,A1,NONE,NONE,NONE,C5,B2,NONE,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Education & Teaching,Public Service & Social Science,3,Education and Economics
B2,C4,B3,C4,NONE,B2,NONE,NONE,B2,C6,NONE,NONE,NONE,C6,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Sciences & Mathematics,Business & Management,3,Mathematics
A1,C6,B3,C5,NONE,C5,C6,NONE,A1,NONE,NONE,D7,NONE,NONE,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Arts & Humanities,Sciences & Mathematics,1,Chemical Engineering
C4,B2,E8,D7,NONE,C6,E8,C5,NONE,B2,NONE,NONE,NONE,NONE,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Public Service & Social Science,Sciences & Mathematics,3,Mass Communication
C5,C4,NONE,NONE,NONE,C4,F9,B3,B3,NONE,C5,C4,NONE,NONE,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Law & Legal Studies,Arts & Humanities,4,Public Administration
B2,C6,NONE,NONE,NONE,C5,NONE,C4,B3,C6,NONE,D7,NONE,B3,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Law & Legal Studies,Education & Teaching,5,History
C5,C6,NONE,NONE,A1,C4,B3,NONE,NONE,A1,B3,NONE,NONE,D7,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Education & Teaching,Engineering & Computing,2,Social Work
